type,evaluation_type,question,expected_answer
시그널감지_RSI_oversold,PASS_OR_FAIL,2024-11-04에 RSI가 20 이하인 과매도 종목을 알려줘,"CNH(RSI:0.0), 케이사인(RSI:0.0), 한국피아이엠(RSI:0.0), 태영건설(RSI:0.0), 판타지오(RSI:0.0), 심텍홀딩스(RSI:1.5), 더라미(RSI:2.4), 한양증권우(RSI:3.5), 에프앤가이드(RSI:4.7), 파인디앤씨(RSI:6.0), 나노캠텍(RSI:6.1), 아이디스(RSI:6.5), 디알젬(RSI:6.8), 한창제지(RSI:7.2), 아스플로(RSI:7.3)"
시그널감지_MA60돌파,PASS_OR_FAIL,2024-08-12에 종가가 60일 이동평균보다 3% 이상 높은 종목을 알려줘,"셀리드(233.24%), 퀀타매트릭스(203.77%), 한양증권우(84.27%), SG(82.37%), 진원생명과학(77.19%), 에스엘에스바이오(76.94%), 진매트릭스(75.40%), 스피어(69.26%), 오성첨단소재(67.83%), 아이엠비디엑스(66.63%), 우리바이오(66.28%), 수젠텍(62.08%), 젝시믹스(61.49%), 비투엔(59.98%), 피씨엘(59.52%)"
시그널횟수_골든크로스,PASS_OR_FAIL,현대백화점에서 2024-06-01부터 2025-06-30까지 골든크로스가 몇번 발생했어?,8번
시그널감지_MA60돌파,PASS_OR_FAIL,2025-06-30에 종가가 60일 이동평균보다 10% 이상 높은 종목을 알려줘,"오로라(156.14%), 하이퍼코퍼레이션(121.87%), CSA 코스믹(109.41%), 우리기술(107.62%), 비트맥스(105.57%), 딥마인드(103.30%), FSN(99.89%), 아이티센글로벌(99.02%), 미투온(94.32%), 오늘이엔엠(85.87%), 신풍제약우(85.67%), 유틸렉스(84.12%), 카카오페이(83.70%), SCL사이언스(83.53%), 두산에너빌리티(79.01%)"
시그널감지_거래량급증,PASS_OR_FAIL,2024-12-05에 거래량이 20일 평균 대비 100% 이상 급증한 종목을 알려줘,"네오위즈홀딩스(1416%), 카스(1350%), TS인베스트먼트(1315%), 수산아이앤티(1289%), 오리엔트바이오(1231%), CS(1219%), 삼기에너지솔루션즈(1204%), 정원엔시스(1158%), 코이즈(1146%), 이스타코(1138%), 네오위즈(1129%), 에이텍모빌리티(1127%), 유라클(1077%), 오로스테크놀로지(1075%), 코나아이(1060%), 형지엘리트(1034%), 오파스넷(1022%), 한화(1012%), 토탈소프트(971%), 형지I&C(863%)"
시그널감지_RSI_overbought,PASS_OR_FAIL,2025-04-29에 RSI가 75 이상인 과매수 종목을 알려줘,"강남제비스코(RSI:100.0), 삼양홀딩스우(RSI:100.0), 에이스테크(RSI:100.0), DB증권(RSI:100.0), 영풍(RSI:100.0), 하나금융지주(RSI:100.0), 세종텔레콤(RSI:100.0), 라온시큐어(RSI:100.0), 서울전자통신(RSI:100.0), LG(RSI:100.0), 삼륭물산(RSI:99.8), 미래에셋증권2우B(RSI:99.4), 대신증권2우B(RSI:99.4), 동부건설(RSI:99.3), 텔코웨어(RSI:99.3)"
시그널횟수_크로스_통합,PASS_OR_FAIL,카스이 2024-06-01부터 2025-06-30까지 데드크로스 또는 골든크로스가 몇번 발생했어?,"데드크로스 8번, 골든크로스 8번"
시그널감지_MA20돌파,PASS_OR_FAIL,2025-06-02에 종가가 20일 이동평균보다 3% 이상 높은 종목을 알려줘,"신풍제약우(81.27%), 그린생명과학(62.40%), 비트맥스(62.30%), 태웅(59.61%), 세종텔레콤(57.29%), 상상인증권(50.32%), 나이벡(48.87%), 셀리드(47.22%), HS효성(42.27%), 파루(40.64%), 한화(38.19%), 녹십자홀딩스2우(37.65%), 롯데지주우(37.33%), 코오롱(35.55%), 일신바이오(34.50%)"
시그널감지_RSI_overbought,PASS_OR_FAIL,2024-07-15에 RSI가 75 이상인 과매수 종목을 알려줘,"효성(RSI:100.0), 태영건설우(RSI:100.0), 한양증권(RSI:97.5), 압타바이오(RSI:96.7), 대한뉴팜(RSI:96.5), 포커스에이아이(RSI:96.4), 한국토지신탁(RSI:92.5), 두산2우B(RSI:91.9), 한화우(RSI:91.7), 에이프로젠(RSI:91.7), 두산우(RSI:91.0), 보로노이(RSI:90.4), 동운아나텍(RSI:90.2), 일신석재(RSI:89.8), 코아스(RSI:89.7)"
시그널감지_RSI_oversold,PASS_OR_FAIL,2025-05-12에 RSI가 25 이하인 과매도 종목을 알려줘,"참엔지니어링(RSI:0.0), 솔디펜스(RSI:0.0), 지엔코(RSI:0.0), 브릿지바이오테라퓨틱스(RSI:0.7), KG모빌리티(RSI:4.8), 쏘카(RSI:4.8), 퀀타매트릭스(RSI:6.4), 에코글로우(RSI:7.0), 유니드비티플러스(RSI:7.0), 메디콕스(RSI:7.2), 더바이오메드(RSI:9.4), 알파칩스(RSI:10.5), 티엔엔터테인먼트(RSI:12.5), 오스코텍(RSI:13.7), CMG제약(RSI:14.0)"
시그널감지_거래량급증,PASS_OR_FAIL,2025-02-21에 거래량이 20일 평균 대비 300% 이상 급증한 종목을 알려줘,"문배철강(1813%), 현대공업(1589%), KX(1573%), 티에스아이(1512%), 엑사이엔씨(1464%), TS트릴리온(1441%), 코스텍시스(1437%), 부국철강(1415%), 에이스토리(1410%), 플레이위드(1337%), LB세미콘(1328%), 금강철강(1321%), 원익큐브(1222%), 바이젠셀(1202%), 포스코스틸리온(1190%), KX하이텍(1154%), 앤씨앤(1145%), 동국제강(1141%), 썸에이지(1096%), 마녀공장(1045%)"
시그널감지_볼린저_lower,PASS_OR_FAIL,2025-03-25에 볼린저 밴드 하단에 터치한 종목을 알려줘,"스타코링크, 윌비스, 옵트론텍, 한주에이알티, 형지I&C, 이스타코, 아이씨디, 전진바이오팜, 형지엘리트, 일양약품우"
시그널감지_거래량급증,PASS_OR_FAIL,2024-11-04에 거래량이 20일 평균 대비 500% 이상 급증한 종목을 알려줘,"코오롱ENP(1739%), 레드캡투어(1661%), 원익홀딩스(1642%), 에스씨엠생명과학(1618%), 코윈테크(1530%), 모두투어(1516%), 노랑풍선(1369%), 참좋은여행(1227%), 에스엠벡셀(1203%), 삼현(1190%), DRB동일(1176%), 비상교육(968%), 쇼박스(945%), 피씨엘(901%), 아티스트스튜디오(899%), 이연제약(874%), 하나투어(866%), 예스티(853%), 제주항공(844%), 대한제강(809%)"
시그널감지_볼린저_lower,PASS_OR_FAIL,2024-09-24에 볼린저 밴드 하단에 터치한 종목을 알려줘,"만호제강, 오늘이엔엠, 한양증권우, 한양증권, 삼양패키징, AP헬스케어, 빌리언스, 한국전력, 성안머티리얼스, 노랑풍선"
시그널횟수_크로스_통합,PASS_OR_FAIL,동구바이오제약이 2024-06-01부터 2025-06-30까지 데드크로스 또는 골든크로스가 몇번 발생했어?,"데드크로스 9번, 골든크로스 8번"
시그널감지_거래량급증,PASS_OR_FAIL,2024-09-19에 거래량이 20일 평균 대비 300% 이상 급증한 종목을 알려줘,"KTis(1807%), 한네트(1742%), 디와이(1664%), KTcs(1602%), 케이티알파(1584%), 케이씨티(1578%), 코렌텍(1539%), 로지시스(1537%), 레이언스(1520%), 씨엔알리서치(1486%), 프럼파스트(1473%), 골드앤에스(1270%), KT지니뮤직(1178%), 사조씨푸드(1133%), 알리코제약(1066%), 이지트로닉스(971%), 코콤(969%), 명문제약(951%), 시그네틱스(903%), 영풍제지(894%)"
시그널횟수_크로스_통합,PASS_OR_FAIL,디에이치엑스컴퍼니이 2024-06-01부터 2025-06-30까지 데드크로스 또는 골든크로스가 몇번 발생했어?,"데드크로스 10번, 골든크로스 10번"
시그널감지_볼린저_upper,PASS_OR_FAIL,2025-04-24에 볼린저 밴드 상단에 터치한 종목을 알려줘,"삼륭물산, 버넥트, 알파녹스, 에이프로, HK이노엔, 제이준코스메틱, 옵티코어, 캔버스엔, 블루엠텍, 신세계 I&C"
시그널감지_거래량급증,PASS_OR_FAIL,2025-05-30에 거래량이 20일 평균 대비 500% 이상 급증한 종목을 알려줘,"SCL사이언스(1852%), DH오토리드(1512%), 좋은사람들(1398%), JW중외제약2우B(1369%), DH오토웨어(1366%), 기가레인(1359%), 케이엠더블유(1338%), 롯데지주우(1191%), 에프알텍(1184%), 레이저쎌(1179%), 나이벡(1170%), HS효성(1153%), 머큐리(1119%), 하나기술(1092%), 한국비엔씨(1075%), 상상인증권(1071%), 서남(1063%), 인트론바이오(1033%), 인디에프(1027%), JW홀딩스(1015%)"
시그널감지_MA20돌파,PASS_OR_FAIL,2025-04-02에 종가가 20일 이동평균보다 3% 이상 높은 종목을 알려줘,"형지글로벌(179.80%), 형지I&C(116.16%), KD(79.80%), 오리엔트정공(72.71%), 아이로보틱스(57.75%), 형지엘리트(55.08%), 신라섬유(54.19%), 온코닉테라퓨틱스(49.80%), 아센디오(49.77%), 한솔PNS(48.11%), 비비안(48.06%), 네이처셀(45.11%), 캐리(41.71%), 흥국화재우(38.00%), 디모아(36.63%)"
시그널감지_MA20돌파,PASS_OR_FAIL,2025-02-25에 종가가 20일 이동평균보다 5% 이상 높은 종목을 알려줘,"올릭스(60.63%), 셀레스트라(54.59%), 젬백스(45.88%), 비엘팜텍(45.77%), 알리코제약(43.58%), 스타코링크(43.11%), SAMG엔터(41.56%), 삼성공조(38.30%), 성우(37.47%), 원익홀딩스(36.99%), 엣지파운드리(36.10%), 글로본(36.05%), 인바이오젠(34.88%), 대구백화점(33.06%), 한화에어로스페이스(33.01%)"
시그널감지_볼린저_upper,PASS_OR_FAIL,2025-06-24에 볼린저 밴드 상단에 터치한 종목을 알려줘,"브릿지바이오테라퓨틱스, 딥마인드, 위메이드플레이, 카카오게임즈, 제주은행, 뉴온, 마이크로컨텍솔, 케이피엠테크, 폴라리스세원, 아스타"
시그널종목_데드크로스_기간,PASS_OR_FAIL,2025-02-10부터 2025-03-12까지 데드크로스가 발생한 종목을 알려줘,"3S, AJ네트웍스, APS, AP시스템, AP위성, AP헬스케어, BGF, BGF리테일, BGF에코머티리얼즈, BNK금융지주, BYC우, CG인바이츠, CJ CGV, CJ ENM, CJ대한통운, CJ씨푸드, CJ씨푸드1우, CJ제일제당, CJ제일제당 우, CMG제약"
시그널감지_MA20돌파,PASS_OR_FAIL,2025-01-14에 종가가 20일 이동평균보다 3% 이상 높은 종목을 알려줘,"하이젠알앤엠(65.17%), 현대ADM(61.56%), 위닉스(47.32%), 형지I&C(45.04%), 에스피시스템스(41.48%), 케이엔알시스템(39.92%), 오상헬스케어(38.22%), 레인보우로보틱스(37.24%), 파인테크닉스(37.14%), 율촌화학(36.35%), 금호전기(35.74%), 제이티(35.11%), 수젠텍(35.05%), 클로봇(33.92%), 모비데이즈(33.91%)"
시그널횟수_데드크로스,PASS_OR_FAIL,삼성전기에서 2024-06-01부터 2025-06-30까지 데드크로스가 몇번 발생했어?,7번
시그널감지_RSI_oversold,PASS_OR_FAIL,2025-04-10에 RSI가 20 이하인 과매도 종목을 알려줘,"초록뱀미디어(RSI:2.3), 다이나믹디자인(RSI:7.1), SK케미칼우(RSI:7.9), 티와이홀딩스우(RSI:8.5), 뉴온(RSI:9.0), 스타코링크(RSI:9.2), 아이엠(RSI:9.4), 셀레스트라(RSI:9.7), 캔버스엔(RSI:12.1), 녹십자홀딩스2우(RSI:12.7), 엑시큐어하이트론(RSI:12.8), 롯데정밀화학(RSI:13.0), 금호건설우(RSI:13.6), 제일엠앤에스(RSI:14.0), 영풍(RSI:14.3)"
시그널감지_MA5돌파,PASS_OR_FAIL,2024-10-02에 종가가 5일 이동평균보다 10% 이상 높은 종목을 알려줘,"더테크놀로지(27.43%), 비트맥스(25.19%), 엠아이큐브솔루션(22.17%), 티사이언티픽(21.20%), DGP(21.16%), 셀루메드(19.33%), 라이콤(18.48%), 피제이메탈(17.89%), 알파녹스(16.88%), 오늘이엔엠(15.67%), 캔버스엔(15.31%), 디와이디(15.16%), 태성(15.02%), 헝셩그룹(14.39%), 바이오다인(13.62%)"
시그널감지_RSI_oversold,PASS_OR_FAIL,2025-05-06에 RSI가 25 이하인 과매도 종목을 알려줘,조건에 맞는 종목 없음
시그널감지_MA5돌파,PASS_OR_FAIL,2025-03-10에 종가가 5일 이동평균보다 3% 이상 높은 종목을 알려줘,"HLB펩(43.95%), 아센디오(37.49%), 투비소프트(28.01%), 프럼파스트(24.75%), 대화제약(21.30%), 인크레더블버즈(20.50%), 파인메딕스(19.24%), 팬엔터테인먼트(17.80%), 이원컴포텍(16.61%), 이니텍(16.33%), KZ정밀(15.61%), 대동스틸(15.12%), 대원산업(13.57%), 삼성공조(12.91%), 에어레인(12.71%)"
시그널감지_거래량급증,PASS_OR_FAIL,2024-08-23에 거래량이 20일 평균 대비 100% 이상 급증한 종목을 알려줘,"SGA(1900%), 케이씨에스(1718%), 우리로(1626%), 엑스게이트(1560%), SGA솔루션즈(1522%), 아이씨티케이(1345%), 티케이지애강(1272%), 한화갤러리아(1172%), 세기상사(1139%), 제일일렉트릭(1127%), KBG(1071%), 엔시스(958%), 제이투케이바이오(931%), 코위버(890%), 신풍(880%), 형지엘리트(872%), KB오토시스(859%), 퀀텀온(808%), 한화갤러리아우(788%), 이닉스(668%)"
시그널감지_MA60돌파,PASS_OR_FAIL,2025-04-22에 종가가 60일 이동평균보다 5% 이상 높은 종목을 알려줘,"상지건설(292.42%), 포바이포(270.49%), 엑시온그룹(153.27%), THE CUBE&(113.16%), 계룡건설(108.01%), 시공테크(105.79%), 아센디오(100.95%), 흥국화재우(100.22%), 유라클(82.48%), 팬스타엔터프라이즈(82.32%), 아이스크림에듀(79.57%), 엑스페릭스(79.46%), 성신양회우(77.71%), 시지트로닉스(75.93%), 동양철관(68.09%)"
시그널종목_데드크로스_기간,PASS_OR_FAIL,2025-05-07부터 2025-06-06까지 데드크로스가 발생한 종목을 알려줘,"3S, AJ네트웍스, AP시스템, AP위성, BGF리테일, BGF에코머티리얼즈, BNK금융지주, CG인바이츠, CJ, CJ CGV, CJ ENM, CJ 바이오사이언스, CJ4우(전환), CJ대한통운, CJ씨푸드, CJ제일제당, CJ제일제당 우, CMG제약, CR홀딩스, CSA 코스믹"
시그널종목_골든크로스_기간,PASS_OR_FAIL,2024-10-11부터 2024-11-10까지 골든크로스가 발생한 종목을 알려줘,"3S, APS, AP시스템, AP위성, AP헬스케어, BGF, BGF리테일, BGF에코머티리얼즈, BNK금융지주, BYC우, CG인바이츠, CJ ENM, CJ4우(전환), CJ씨푸드1우, CMG제약, CNT85, CR홀딩스, CS, CSA 코스믹, DB손해보험"
시그널감지_RSI_overbought,PASS_OR_FAIL,2025-01-31에 RSI가 70 이상인 과매수 종목을 알려줘,"한전기술(RSI:100.0), 캔버스엔(RSI:100.0), 본느(RSI:100.0), 크라우드웍스(RSI:100.0), 인포바인(RSI:99.0), 듀오백(RSI:98.8), JB금융지주(RSI:96.8), 아스트(RSI:95.3), iM금융지주(RSI:95.0), 오이솔루션(RSI:94.4), NH투자증권우(RSI:94.2), 에코볼트(RSI:93.8), 고영(RSI:92.5), 기업은행(RSI:91.8), 선광(RSI:90.4)"
시그널감지_MA20돌파,PASS_OR_FAIL,2024-11-26에 종가가 20일 이동평균보다 10% 이상 높은 종목을 알려줘,"범양건영(70.62%), 윙입푸드(50.28%), 이오플로우(50.23%), 루닛(43.30%), 신성델타테크(42.87%), 하이드로리튬(40.35%), HJ중공업(38.67%), 대동기어(35.93%), 성광벤드(34.36%), 코난테크놀로지(34.30%), 링크제니시스(33.65%), 신풍(32.53%), 대동금속(32.40%), 에코캡(31.74%), 에스와이스틸텍(30.75%)"
시그널감지_거래량급증,PASS_OR_FAIL,2024-09-12에 거래량이 20일 평균 대비 500% 이상 급증한 종목을 알려줘,"MDS테크(1495%), 보성파워텍(1358%), 오킨스전자(1282%), 흥국에프엔비(1239%), 엔젤로보틱스(1117%), 에브리봇(1091%), 브이엠(1005%), 미래반도체(983%), 제주반도체(976%), 베셀(833%), 토마토시스템(823%), 대동기어(807%), 율촌(795%), SK이터닉스(789%), 넥센타이어(781%), 엑시콘(704%), 모바일어플라이언스(683%), 율호(673%), 하이딥(638%), 와이씨(625%)"
시그널감지_MA5돌파,PASS_OR_FAIL,2024-09-06에 종가가 5일 이동평균보다 1% 이상 높은 종목을 알려줘,"셀루메드(37.76%), 한국첨단소재(26.87%), KC코트렐(23.23%), KC그린홀딩스(22.52%), 파라텍(22.33%), 한세엠케이(21.34%), 캐리(20.53%), 제닉(19.40%), 에프앤가이드(19.34%), LK삼양(17.78%), DB증권(15.69%), 오토앤(14.77%), 퓨런티어(13.36%), 신라섬유(13.30%), 한컴라이프케어(11.96%)"
시그널감지_거래량급증,PASS_OR_FAIL,2024-11-26에 거래량이 20일 평균 대비 100% 이상 급증한 종목을 알려줘,"비케이홀딩스(1564%), 벨로크(1427%), 아이크래프트(1393%), 하이스틸(1353%), 링크제니시스(1289%), 큐라티스(1032%), 대동금속(1016%), 크라우드웍스(929%), 율촌(866%), 소마젠(813%), 상보(778%), 지니언스(758%), LS마린솔루션(749%), AP헬스케어(743%), 코어라인소프트(726%), 플리토(694%), 솔본(690%), KT지니뮤직(680%), 퀀타매트릭스(663%), 대동스틸(648%)"
시그널횟수_데드크로스,PASS_OR_FAIL,씨유메디칼에서 2024-06-01부터 2025-06-30까지 데드크로스가 몇번 발생했어?,10번
시그널감지_RSI_overbought,PASS_OR_FAIL,2024-11-22에 RSI가 70 이상인 과매수 종목을 알려줘,"SBI핀테크솔루션즈(RSI:99.5), 퓨런티어(RSI:90.8), 엣지파운드리(RSI:90.2), 지엔씨에너지(RSI:89.3), HJ중공업(RSI:89.3), 성광벤드(RSI:88.3), 대유에이텍(RSI:88.3), 탑엔지니어링(RSI:87.8), 에스와이스틸텍(RSI:85.1), 현대이지웰(RSI:84.2), 오리엔탈정공(RSI:84.2), 그래디언트(RSI:84.2), 오하임앤컴퍼니(RSI:83.3), 한미글로벌(RSI:83.0), 동양(RSI:82.6)"
